dataset_name,seed,lm_acc,pseudo_acc,gt_acc,acc_list,overlap_avg_acc,overlap_avg_confidence,nonoverlap_avg_acc,nonoverlap_avg_confidence
census,6,0.611067036890123,0.6027885265032861,0.8369879000061421,"[0.625023032983232, 0.6045083225846078, 0.6107732940237086, 0.6074565444383023, 0.5924083287267367, 0.6078250721700141, 0.6008230452674898, 0.5998403046495916, 0.6062281186659296, 0.5898900558933726, 0.5984890362999816]",0.6525029103608847,0.7813099018116658,0.5217932752179327,0.779501747090985
commercial,6,0.8778730703259006,0.8988794023479189,0.9534418356456777,"[0.607657417289221, 0.6451440768409819, 0.7003735325506937, 0.7385272145144077, 0.75, 0.8231056563500534, 0.8272411953041622, 0.8532550693703308, 0.881136606189968, 0.9203575240128068, 0.9494397011739595]",0.9785021374547846,0.7877852818104251,0.5614579294300116,0.7813337905818174
imdb,6,0.7183,0.738,0.7828,"[0.5196, 0.5808, 0.6376, 0.6816, 0.6912, 0.7004, 0.7184, 0.7292, 0.7276, 0.736, 0.7544]",0.7778907611853574,0.522640169918397,0.5850449293966624,0.5269984728466639
mushroom,6,0.8661538461538462,0.8622386223862238,0.997539975399754,"[0.6076260762607626, 0.8757687576875769, 0.8659286592865929, 0.8659286592865929, 0.8671586715867159, 0.8708487084870848, 0.8708487084870848, 0.8622386223862238, 0.8671586715867159, 0.8659286592865929, 0.4944649446494465]",0.8531343283582089,0.9790573531884615,0.8787301587301587,0.9809139942380125
sms,6,0.6360454943132109,0.706,0.974,"[0.24, 0.604, 0.634, 0.692, 0.694, 0.73, 0.876, 0.714, 0.718, 0.862, 0.902]",0.9623955431754875,0.2973013771465183,0.46237244897959184,0.27364290115015366
spambase,6,0.7722826086956521,0.7744034707158352,0.9240780911062907,"[0.648590021691974, 0.7310195227765727, 0.737527114967462, 0.7613882863340564, 0.7765726681127982, 0.7765726681127982, 0.7678958785249458, 0.7852494577006508, 0.7809110629067245, 0.8112798264642083, 0.8741865509761388]",0.8842705786471068,0.6974211714327541,0.531810766721044,0.6362779057650337
tennis,6,0.8520114942528736,0.8114754098360656,0.9034608378870674,"[0.6138433515482696, 0.7805100182149363, 0.7841530054644809, 0.8132969034608379, 0.8114754098360656, 0.8178506375227687, 0.802367941712204, 0.8324225865209471, 0.8387978142076503, 0.8469945355191257, 0.8460837887067395]",0.89540964555491,0.9854959248713967,0.8095508811824901,0.9820379716363
yelp,6,0.6907236842105263,0.666578947368421,0.7905263157894736,"[0.5305263157894737, 0.5692105263157895, 0.6231578947368421, 0.6897368421052632, 0.5689473684210526, 0.6692105263157895, 0.6981578947368421, 0.6707894736842105, 0.6971052631578948, 0.7176315789473684, 0.6510526315789473]",0.7758812241187759,0.5510064694235455,0.5327420267975089,0.5390831874733063
youtube,6,0.7200504413619168,0.796,0.824,"[0.464, 0.508, 0.6, 0.524, 0.656, 0.764, 0.736, 0.716, 0.76, 0.848, 0.832]",0.8944223107569721,0.6256387493184575,0.4329896907216495,0.728108378526916
basketball,7,0.6432943795214245,0.6751227495908347,0.9525368248772504,"[0.613747954173486, 0.5965630114566285, 0.5916530278232406, 0.5409165302782324, 0.5008183306055647, 0.5073649754500819, 0.486088379705401, 0.55810147299509, 0.37561374795417346, 0.24222585924713586, 0.10065466448445172]",0.39896373056994816,0.28781102308690465,0.6486578707916287,0.2996439154791049
cdr,7,0.6733096085409253,0.6071046436978387,0.6869248876524716,"[0.5593836935587417, 0.5754333404665097, 0.6017547613952493, 0.5957628932163492, 0.5831371709822384, 0.6220843141450888, 0.5951209073400385, 0.6062486625294243, 0.6195163706398459, 0.6229402953135031, 0.6250802482345389]",0.8019047619047619,0.37679107345981,0.6243285939968405,0.32709566571455806
census,7,0.6150337167790559,0.6075793870155396,0.8419630243842516,"[0.6242245562311898, 0.6263128800442234, 0.6144585713408267, 0.6072722805724464, 0.6097905534058105, 0.6120631410847, 0.6149499416497758, 0.6028499477919047, 0.6094834469627173, 0.5975062956820834, 0.5962778699097107]",0.6593567251461988,0.7801733221090816,0.5209617755856967,0.7882270286404464
commercial,7,0.8799625760174645,0.9072838847385272,0.9506403415154749,"[0.6886339381003201, 0.7053094983991463, 0.7568036286019211, 0.7717449306296692, 0.8287086446104589, 0.8612593383137673, 0.8595250800426895, 0.902614727854856, 0.8775346851654215, 0.9282283884738527, 0.92982924226254]",0.9780795506936586,0.7879355330620724,0.5946868145259566,0.8016728193637158
imdb,7,0.6953,0.7472,0.7696,"[0.6984, 0.6952, 0.6776, 0.6896, 0.7124, 0.7284, 0.7052, 0.7304, 0.6832, 0.6612, 0.6964]",0.8110032362459547,0.3888548051657599,0.6787699586043761,0.37716412449877634
mushroom,7,0.8633846153846154,0.8671586715867159,1.0,"[0.5571955719557196, 0.8585485854858549, 0.8683886838868389, 0.8610086100861009, 0.8597785977859779, 0.8671586715867159, 0.8659286592865929, 0.8708487084870848, 0.8671586715867159, 0.8683886838868389, 0.6937269372693727]",0.8527644230769231,0.9791348378320179,0.873266078184111,0.9805826930742109
sms,7,0.6478565179352581,0.766,0.97,"[0.366, 0.604, 0.66, 0.692, 0.732, 0.832, 0.844, 0.758, 0.834, 0.902, 0.94]",0.9792592592592593,0.21855138175779745,0.49472377405338297,0.2635156223847719
spambase,7,0.7760869565217391,0.7613882863340564,0.9240780911062907,"[0.6724511930585684, 0.7180043383947939, 0.7180043383947939, 0.7505422993492408, 0.7331887201735358, 0.7678958785249458, 0.7852494577006508, 0.8004338394793926, 0.7939262472885033, 0.8329718004338394, 0.8394793926247288]",0.8855799373040752,0.6993831426421832,0.5124113475177305,0.692266050203246
tennis,7,0.846551724137931,0.7959927140255009,0.8861566484517304,"[0.49271402550091076, 0.7094717668488161, 0.7896174863387978, 0.7868852459016393, 0.7896174863387978, 0.8041894353369763, 0.7996357012750456, 0.7805100182149363, 0.825136612021858, 0.8442622950819673, 0.8479052823315119]",0.8734375,0.9779281778824372,0.5392857142857143,0.9920182851411801
yelp,7,0.6986842105263158,0.655,0.8005263157894736,"[0.5660526315789474, 0.6147368421052631, 0.6376315789473684, 0.6418421052631579, 0.6797368421052632, 0.675, 0.7152631578947368, 0.7015789473684211, 0.7392105263157894, 0.7573684210526316, 0.7344736842105263]",0.842992454647616,0.4951734253405237,0.5991528257719317,0.47976662017396055
youtube,7,0.7036569987389659,0.788,0.864,"[0.668, 0.764, 0.736, 0.82, 0.812, 0.712, 0.848, 0.82, 0.852, 0.792, 0.8]",0.8638392857142857,0.6069485295268455,0.4753623188405797,0.5230610781834443
basketball,8,0.6345019476905954,0.693126022913257,0.9459901800327333,"[0.6284779050736498, 0.4869067103109656, 0.6104746317512275, 0.5040916530278232, 0.6284779050736498, 0.563011456628478, 0.42635024549918166, 0.40180032733224225, 0.35597381342062195, 0.132569558101473, 0.10065466448445172]",0.36363636363636365,0.34471142658468223,0.6406054398543303,0.35345481742765855
cdr,8,0.6552787663107947,0.6098865824951851,0.6956986946287181,"[0.5889150438690349, 0.573293387545474, 0.5987588273057993, 0.5987588273057993, 0.6041087096083886, 0.5730793922533705, 0.6222983094371923, 0.6056066766531136, 0.6267922105713675, 0.619944361224053, 0.6261502246950567]",0.8171064604185623,0.358755815562533,0.5927471116816432,0.4134847678258107
census,8,0.6057120190400634,0.605491063202506,0.8329955162459308,"[0.6211534918002579, 0.6115717707757509, 0.6171611080400466, 0.6046311651618451, 0.6171611080400466, 0.6082550211903446, 0.6122474049505559, 0.6166697377310976, 0.6116946133529881, 0.599103249186168, 0.6163626312880044]",0.6591107236268526,0.7769537668908668,0.49031855090568394,0.7582864685910813
commercial,8,0.8805239357554967,0.893409818569904,0.9574439701173959,"[0.647145144076841, 0.7616061899679829, 0.768409818569904, 0.8223052294557097, 0.8193703308431163, 0.8412486659551761, 0.8709978655282817, 0.8689967982924226, 0.9072838847385272, 0.923025613660619, 0.9501067235859125]",0.9883018047401609,0.7865333681707706,0.6072767364939361,0.7985607749661369
imdb,8,0.7218,0.75,0.7828,"[0.542, 0.5828, 0.634, 0.6668, 0.6544, 0.678, 0.7052, 0.7436, 0.722, 0.7412, 0.7264]",0.7751737293909252,0.5167266010030295,0.577978203682826,0.49969161841236787
mushroom,8,0.8652307692307692,0.8671586715867159,1.0,"[0.5485854858548586, 0.8683886838868389, 0.8671586715867159, 0.8683886838868389, 0.8671586715867159, 0.8671586715867159, 0.8671586715867159, 0.8683886838868389, 0.8708487084870848, 0.8696186961869619, 0.4944649446494465]",0.8554807103490508,0.9747552157795489,0.8744588744588745,0.9799297073072113
sms,8,0.6500437445319335,0.69,0.972,"[0.466, 0.586, 0.676, 0.736, 0.72, 0.808, 0.742, 0.786, 0.798, 0.894, 0.958]",0.9745403111739745,0.2944815622594853,0.49525015832805575,0.3661167162168981
spambase,8,0.7641304347826087,0.7700650759219089,0.93058568329718,"[0.6203904555314533, 0.6898047722342733, 0.6984815618221258, 0.7418655097613883, 0.7418655097613883, 0.7527114967462039, 0.7700650759219089, 0.7722342733188721, 0.8156182212581344, 0.8264642082429501, 0.8720173535791758]",0.8784749801429707,0.6962835858628665,0.5094664371772806,0.6618919935634621
tennis,8,0.8445402298850575,0.8205828779599271,0.8907103825136612,"[0.42714025500910746, 0.7185792349726776, 0.7777777777777778, 0.8051001821493625, 0.8051001821493625, 0.7923497267759563, 0.8351548269581056, 0.8415300546448088, 0.8469945355191257, 0.8533697632058288, 0.8561020036429873]",0.9087893864013267,0.9851511594567901,0.7749850388988629,0.9807455085019842
yelp,8,0.6901315789473684,0.6821052631578948,0.7913157894736842,"[0.5568421052631579, 0.5642105263157895, 0.6073684210526316, 0.6189473684210526, 0.645, 0.638421052631579, 0.6568421052631579, 0.675, 0.6678947368421052, 0.6807894736842105, 0.7231578947368421]",0.774077868852459,0.5424788956987319,0.5369485294117647,0.5310014196531418
youtube,8,0.7087011349306431,0.792,0.856,"[0.624, 0.7, 0.776, 0.784, 0.708, 0.856, 0.796, 0.84, 0.796, 0.78, 0.844]",0.888631090487239,0.5540396422648074,0.4723756906077348,0.532205267574486
basketball,9,0.6358375069560378,0.6178396072013094,0.9492635024549918,"[0.6996726677577741, 0.6211129296235679, 0.5761047463175123, 0.6219312602291326, 0.49018003273322425, 0.5212765957446809, 0.44844517184942717, 0.3608837970540098, 0.16039279869067102, 0.15057283142389524, 0.10065466448445172]",0.41237113402061853,0.2655454888651802,0.6407689682629962,0.2483910877352545
cdr,9,0.6659549228944247,0.5940509308795207,0.7153862615022469,"[0.5439760325272844, 0.5658035523218489, 0.5668735287823667, 0.5782152792638562, 0.5516798630430131, 0.6015407661031458, 0.6006847849347314, 0.5675155146586776, 0.6066766531136315, 0.6280761823239889, 0.6231542906056067]",0.7788057190916736,0.38725587083207674,0.6183079973562459,0.39696689556985915
census,9,0.6023403411344704,0.6146428352066826,0.8299244518149991,"[0.5812296541981451, 0.5672870216817149, 0.5817824457957128, 0.5935753332104907, 0.6058595909342178, 0.6218291259750629, 0.6033413181008538, 0.6180210060807075, 0.6131687242798354, 0.618450955101038, 0.627049935507647]",0.6679008829393335,0.7757600130377447,0.44676681907250165,0.7509056508504256
commercial,9,0.8788086698892874,0.8938100320170758,0.9506403415154749,"[0.6414087513340448, 0.7207844183564568, 0.7952241195304163, 0.8125667022411953, 0.8548559231590181, 0.8395144076840982, 0.8830042689434365, 0.878068303094984, 0.9148879402347919, 0.9116862326574173, 0.942769477054429]",0.982125166903562,0.7857786269554281,0.6077079566003617,0.78811665639593
imdb,9,0.6973,0.7444,0.7652,"[0.6656, 0.6432, 0.6784, 0.7236, 0.7192, 0.7276, 0.722, 0.7224, 0.7352, 0.7312, 0.7196]",0.7940613026819924,0.3744380441918373,0.6722699696663297,0.37886517888967974
mushroom,9,0.8670769230769231,0.8671586715867159,1.0,"[0.6027060270602707, 0.8671586715867159, 0.8720787207872078, 0.8634686346863468, 0.8659286592865929, 0.8671586715867159, 0.8646986469864698, 0.8671586715867159, 0.8671586715867159, 0.8671586715867159, 0.4956949569495695]",0.8559113300492611,0.9792801880049752,0.8776137761377614,0.9787654481853547
sms,9,0.6447944006999126,0.772,0.928,"[0.85, 0.86, 0.74, 0.806, 0.822, 0.786, 0.72, 0.79, 0.724, 0.716, 0.78]",0.9481865284974094,0.15643275375247837,0.6249402771141902,0.1561828136971602
spambase,9,0.7619565217391304,0.7765726681127982,0.928416485900217,"[0.6052060737527115, 0.6767895878524945, 0.6464208242950108, 0.735357917570499, 0.7635574837310195, 0.7852494577006508, 0.7744034707158352, 0.7917570498915402, 0.7874186550976139, 0.8134490238611713, 0.8698481561822126]",0.8765822784810127,0.6915375235357387,0.5104166666666666,0.6857823935616147
tennis,9,0.842816091954023,0.8142076502732241,0.8870673952641166,"[0.5792349726775956, 0.7540983606557377, 0.7923497267759563, 0.7905282331511839, 0.8087431693989071, 0.8306010928961749, 0.8306010928961749, 0.8378870673952641, 0.8652094717668488, 0.8561020036429873, 0.651183970856102]",0.8857142857142857,0.984237358857191,0.8011331444759207,0.9869738994893975
yelp,9,0.6982236842105263,0.6934210526315789,0.8107894736842105,"[0.5652631578947368, 0.5878947368421052, 0.6147368421052631, 0.6489473684210526, 0.7015789473684211, 0.7097368421052631, 0.7042105263157895, 0.7207894736842105, 0.7578947368421053, 0.7771052631578947, 0.765]",0.852753717927766,0.4803135438844395,0.5966303270564915,0.4684721453454724
youtube,9,0.7150063051702396,0.832,0.848,"[0.58, 0.672, 0.708, 0.724, 0.78, 0.82, 0.8, 0.836, 0.844, 0.844, 0.848]",0.865979381443299,0.5564028438804997,0.5097402597402597,0.5230631551247289
basketball,10,0.6367278797996662,0.7004909983633388,0.9754500818330606,"[0.7577741407528642, 0.7397708674304418, 0.5851063829787234, 0.6121112929623568, 0.6014729950900164, 0.4386252045826514, 0.5932896890343698, 0.39689034369885434, 0.4165302782324059, 0.46153846153846156, 0.10065466448445172]",0.3652694610778443,0.3617550875187413,0.6418689045134951,0.35544943397938933
cdr,10,0.6588374851720048,0.6066766531136315,0.6668093301947358,"[0.5640915899850203, 0.5966188743847636, 0.582281189813824, 0.6165204365503959, 0.5944789214637278, 0.594906912047935, 0.5651615664455382, 0.59940081318211, 0.6011127755189386, 0.6081746201583565, 0.6171624224267066]",0.791958041958042,0.38653867640982725,0.6056659068707262,0.4090546761766554
census,10,0.6116620388734629,0.623856028499478,0.8316442478963209,"[0.5826423438363737, 0.5924083287267367, 0.5906885326454149, 0.5863890424421104, 0.6042012161415147, 0.6118174559302254, 0.6114489281985136, 0.6135986733001658, 0.628892574166206, 0.6185123763896566, 0.6213991769547325]",0.6816479400749064,0.7767942835765999,0.45576066199872695,0.7931567549854316
commercial,10,0.8770622173709652,0.8822038420490929,0.9518409818569904,"[0.7365261472785486, 0.7568036286019211, 0.7722785485592316, 0.7708110992529349, 0.814034151547492, 0.8464514407684098, 0.8672625400213447, 0.871264674493063, 0.8643276414087513, 0.9187566702241196, 0.932230522945571]",0.979528859527121,0.7873808868902532,0.6167605167273932,0.7871698424228947
imdb,10,0.7228,0.7588,0.7812,"[0.58, 0.6264, 0.618, 0.696, 0.7048, 0.7112, 0.7124, 0.718, 0.7364, 0.7396, 0.6944]",0.7907625542467452,0.48595818222236614,0.5910372040586246,0.49388278659246365
mushroom,10,0.8636923076923076,0.8610086100861009,0.997539975399754,"[0.5535055350553506, 0.8856088560885609, 0.8696186961869619, 0.8671586715867159, 0.8708487084870848, 0.8708487084870848, 0.8622386223862238, 0.8708487084870848, 0.8671586715867159, 0.8671586715867159, 0.6543665436654367]",0.8483213429256595,0.979148023153226,0.8798988621997471,0.9807869019404306
sms,10,0.6500437445319335,0.586,0.978,"[0.538, 0.606, 0.684, 0.784, 0.66, 0.728, 0.806, 0.826, 0.828, 0.768, 0.936]",0.9773049645390071,0.28656716591467,0.5041113219481341,0.2729288987979178
spambase,10,0.7739130434782608,0.7939262472885033,0.9501084598698482,"[0.7440347071583514, 0.7310195227765727, 0.7809110629067245, 0.7787418655097614, 0.7830802603036876, 0.8004338394793926, 0.7744034707158352, 0.7765726681127982, 0.7917570498915402, 0.841648590021692, 0.8633405639913232]",0.9012027491408935,0.7005488170526554,0.5488165680473372,0.6650821484371812
tennis,10,0.8330459770114943,0.7914389799635702,0.8752276867030966,"[0.32877959927140255, 0.6402550091074681, 0.738615664845173, 0.7795992714025501, 0.7577413479052824, 0.7877959927140255, 0.8069216757741348, 0.8105646630236795, 0.75591985428051, 0.8214936247723132, 0.8661202185792349]",0.8547245306248077,0.9894932533806593,0.5281385281385281,0.9911536594796913
yelp,10,0.6982894736842106,0.7028947368421052,0.8107894736842105,"[0.5689473684210526, 0.6373684210526316, 0.6442105263157895, 0.6547368421052632, 0.6852631578947368, 0.6931578947368421, 0.6728947368421052, 0.658157894736842, 0.6886842105263158, 0.7039473684210527, 0.6692105263157895]",0.7823915079612863,0.5265727287782416,0.5541048113038812,0.5364631674729284
youtube,10,0.7313997477931904,0.852,0.856,"[0.748, 0.76, 0.852, 0.768, 0.832, 0.876, 0.868, 0.832, 0.86, 0.836, 0.8]",0.8791469194312796,0.572242170135064,0.5768194070080862,0.617513632199369
basketball,11,0.6416249304396215,0.6873977086743044,0.9549918166939444,"[0.5867430441898527, 0.6039279869067103, 0.6579378068739771, 0.7618657937806874, 0.6415711947626841, 0.7144026186579379, 0.704582651391162, 0.6963993453355155, 0.7896890343698855, 0.7217675941080196, 0.855973813420622]",0.9432048681541582,0.2993864836299431,0.34740545294635006,0.2969983558319653
cdr,11,0.6460260972716488,0.5923389685426921,0.6843569441472288,"[0.582281189813824, 0.5790712604322705, 0.5854911191953777, 0.582281189813824, 0.5983308367215922, 0.6060346672373208, 0.5874170768243099, 0.6120265354162209, 0.6137384977530495, 0.6120265354162209, 0.6308581211213353]",0.7937625754527163,0.3822397824208952,0.6038497361067992,0.34947012969459373
census,11,0.6080920269734232,0.6054296419138874,0.8399975431484552,"[0.6104047662919968, 0.5987347214544562, 0.6267428290645538, 0.6097291321171918, 0.6053682206252687, 0.6013144155764388, 0.6195565382961734, 0.6242245562311898, 0.6186966402555125, 0.6262514587556047, 0.6169768441741907]",0.6624147137347968,0.7760369707252941,0.4967085577498504,0.7939580415414679
commercial,11,0.8782161234991424,0.8826040554962646,0.9514407684098186,"[0.69517075773746, 0.7509338313767343, 0.7389274279615795, 0.7930896478121665, 0.8056296691568837, 0.8219050160085379, 0.8319103521878335, 0.8509871931696905, 0.9007470651013874, 0.9336979722518677, 0.9406350053361793]",0.9803388953563575,0.7877273198675839,0.611248872858431,0.7854600570474066
imdb,11,0.7057,0.76,0.7532,"[0.6968, 0.6604, 0.6824, 0.728, 0.7336, 0.7164, 0.7456, 0.7108, 0.7284, 0.7388, 0.7188]",0.8103534096565456,0.40416838924249765,0.6757602302590414,0.4148669665646412
mushroom,11,0.8695384615384616,0.8671586715867159,1.0,"[0.7035670356703567, 0.8683886838868389, 0.8671586715867159, 0.8708487084870848, 0.8671586715867159, 0.8671586715867159, 0.8671586715867159, 0.8659286592865929, 0.8671586715867159, 0.8683886838868389, 0.6937269372693727]",0.8521536670547147,0.9790788434709095,0.8870757180156658,0.983400070716979
sms,11,0.6404199475065617,0.732,0.974,"[0.39, 0.612, 0.672, 0.716, 0.742, 0.758, 0.722, 0.816, 0.662, 0.822, 0.892]",0.9378378378378378,0.2720647907277002,0.4961190168175938,0.27820311497721106
spambase,11,0.7652173913043478,0.7657266811279827,0.9436008676789588,"[0.6876355748373102, 0.7049891540130152, 0.7635574837310195, 0.7505422993492408, 0.7852494577006508, 0.7635574837310195, 0.7809110629067245, 0.7874186550976139, 0.806941431670282, 0.8590021691973969, 0.8785249457700651]",0.8882201203783319,0.6933027939868289,0.5612998522895125,0.6910066784372855
tennis,11,0.832183908045977,0.819672131147541,0.9052823315118397,"[0.6320582877959927, 0.8014571948998178, 0.802367941712204, 0.8214936247723132, 0.8169398907103825, 0.7823315118397086, 0.8397085610200364, 0.8132969034608379, 0.8415300546448088, 0.8242258652094717, 0.8060109289617486]",0.8512035010940919,0.988926112416431,0.8111380145278451,0.9901679786785074
yelp,11,0.7031578947368421,0.7331578947368421,0.8086842105263158,"[0.5518421052631579, 0.6507894736842105, 0.6542105263157895, 0.6778947368421052, 0.71, 0.7092105263157895, 0.6813157894736842, 0.7218421052631578, 0.7171052631578947, 0.7031578947368421, 0.7297368421052631]",0.7892079520353423,0.5024413115392301,0.5557702441594942,0.4972476219623067
youtube,11,0.7276166456494325,0.856,0.876,"[0.656, 0.724, 0.78, 0.74, 0.684, 0.772, 0.836, 0.816, 0.848, 0.776, 0.844]",0.897025171624714,0.5777915256114535,0.4691011235955056,0.5922071388855275
basketball,12,0.6373956594323873,0.6833060556464812,0.955810147299509,"[0.35433715220949263, 0.6227495908346972, 0.6857610474631751, 0.704582651391162, 0.6718494271685761, 0.7184942716857611, 0.6972176759410802, 0.7454991816693944, 0.7855973813420621, 0.8003273322422259, 0.8273322422258592]",0.9490826633683777,0.30372038569888926,0.27164973391388486,0.3033969780092656
cdr,12,0.6502965599051008,0.6306441258292318,0.6640273913973893,"[0.5865610956558955, 0.5946929167558314, 0.5938369355874171, 0.5940509308795207, 0.5966188743847636, 0.5852771239032741, 0.5970468649689706, 0.5985448320136957, 0.6158784506740852, 0.5882730579927241, 0.6103145730793923]",0.7915224913494809,0.3616465928621379,0.6005230467473031,0.36193858804717116
census,12,0.6090836969456564,0.6126773539708863,0.8292488176401941,"[0.6133529881456913, 0.6047540077390824, 0.6135986733001658, 0.6127387752595049, 0.6119402985074627, 0.6116946133529881, 0.6078864934586328, 0.5994103556292611, 0.6021743136170997, 0.5991646704747866, 0.6024199987715743]",0.6620260663507109,0.7770326135724526,0.49819927971188477,0.7701343293136022
commercial,12,0.8796195228442226,0.8823372465314835,0.9525080042689434,"[0.6604855923159018, 0.7183831376734259, 0.7697438633938101, 0.7700106723585912, 0.7904215581643543, 0.8273745997865528, 0.8472518676627535, 0.8812700106723586, 0.8852721451440768, 0.9342315901814301, 0.9387673425827108]",0.9783404383585239,0.7882212932209091,0.6203347658900701,0.7861391611122768
imdb,12,0.7027,0.7472,0.7648,"[0.6624, 0.7244, 0.6968, 0.6892, 0.6808, 0.7112, 0.726, 0.698, 0.706, 0.7316, 0.7172]",0.7966903073286052,0.37260463486914963,0.6854838709677419,0.3616128486341315
